지하철역,호선명,시군구,행정동,총_승객수,년분기
김포공항,9호선,강서구,방화2동,502834,20204
김포공항,9호선,강서구,방화2동,502834,20204
김포공항,9호선,강서구,방화2동,389782,20204
김포공항,9호선,강서구,방화2동,389782,20204
김포공항,9호선,강서구,방화2동,389782,20204
홍대입구,2호선,마포구,서교동,498485,20204
김포공항,9호선,강서구,방화2동,389782,20204
김포공항,9호선,강서구,방화2동,530447,20204
동작(현충원),4호선,동작구,사당2동,83079,20204
동작(현충원),4호선,동작구,사당2동,141928,20204
동작(현충원),4호선,동작구,사당2동,86186,20204
동작(현충원),4호선,동작구,사당2동,134353,20204
동작(현충원),4호선,동작구,사당2동,64249,20204
김포공항,9호선,강서구,방화2동,530447,20204
홍대입구,2호선,마포구,서교동,477227,20204
김포공항,공항철도1호선,강서구,방화2동,389782,20204
김포공항,공항철도1호선,강서구,방화2동,389782,20204
김포공항,서해선,강서구,방화2동,502834,20204
김포공항,서해선,강서구,방화2동,502834,20204
김포공항,서해선,강서구,방화2동,502834,20204
김포공항,서해선,강서구,방화2동,502834,20204
김포공항,서해선,강서구,방화2동,389782,20204
김포공항,서해선,강서구,방화2동,389782,20204
김포공항,서해선,강서구,방화2동,547489,20204
김포공항,서해선,강서구,방화2동,389782,20204
서울역,경의중앙선,중구,회현동,2111954,20204
서울역,경의중앙선,중구,회현동,397339,20204
서울역,경의중앙선,중구,회현동,397339,20204
서울역,경의중앙선,중구,회현동,397339,20204
서울역,경의중앙선,중구,회현동,224206,20204
공덕,5호선,마포구,공덕동,903736,20204
서울역,경의중앙선,중구,회현동,2111954,20204
공덕,5호선,마포구,공덕동,165831,20204
김포공항,서해선,강서구,방화2동,547489,20204
김포공항,서해선,강서구,방화2동,547489,20204
이촌(국립중앙박물관),경원선,용산구,한강로동,402740,20204
이촌(국립중앙박물관),경원선,용산구,한강로동,178324,20204
신내,6호선,중랑구,망우본동,65375,20204
신내,6호선,중랑구,망우본동,5,20204
신내,6호선,중랑구,망우본동,81034,20204
신내,6호선,중랑구,망우본동,5,20204
김포공항,서해선,강서구,방화2동,547489,20204
신내,6호선,중랑구,망우본동,5,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,160965,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,216560,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,205477,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,308355,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,212277,20204
올림픽공원(한국체대),9호선(연장),송파구,오륜동,316079,20204
신내,6호선,중랑구,망우본동,80614,20204
김포공항,공항철도1호선,강서구,방화2동,389782,20204
공덕,5호선,마포구,공덕동,127962,20204
공덕,5호선,마포구,공덕동,867871,20204
종로3가,3호선,종로구,종로1·2·3·4가동,423667,20204
종로3가,3호선,종로구,종로1·2·3·4가동,423667,20204
종로3가,5호선,종로구,종로1·2·3·4가동,629195,20204
종로3가,5호선,종로구,종로1·2·3·4가동,534486,20204
종로3가,5호선,종로구,종로1·2·3·4가동,534486,20204
종로3가,5호선,종로구,종로1·2·3·4가동,1286389,20204
종로3가,3호선,종로구,종로1·2·3·4가동,943527,20204
종로3가,5호선,종로구,종로1·2·3·4가동,1286389,20204
서울역,경의중앙선,중구,회현동,224206,20204
서울역,경의중앙선,중구,회현동,193442,20204
서울역,경의중앙선,중구,회현동,193442,20204
서울역,경의중앙선,중구,회현동,193442,20204
종로3가,5호선,종로구,종로1·2·3·4가동,418325,20204
종로3가,5호선,종로구,종로1·2·3·4가동,418325,20204
서울역,경의중앙선,중구,회현동,224206,20204
공덕,5호선,마포구,공덕동,686908,20204
종로3가,3호선,종로구,종로1·2·3·4가동,943527,20204
종로3가,5호선,종로구,종로1·2·3·4가동,1286735,20204
공덕,5호선,마포구,공덕동,161960,20204
공덕,5호선,마포구,공덕동,123721,20204
연신내,6호선,은평구,대조동,15,20204
연신내,6호선,은평구,대조동,15,20204
연신내,6호선,은평구,대조동,1947010,20204
연신내,6호선,은평구,대조동,15,20204
종로3가,5호선,종로구,종로1·2·3·4가동,629195,20204
연신내,6호선,은평구,대조동,1934017,20204
연신내,6호선,은평구,대조동,1630047,20204
종로3가,5호선,종로구,종로1·2·3·4가동,650582,20204
종로3가,5호선,종로구,종로1·2·3·4가동,650582,20204
종로3가,5호선,종로구,종로1·2·3·4가동,518952,20204
종로3가,5호선,종로구,종로1·2·3·4가동,518952,20204
종로3가,5호선,종로구,종로1·2·3·4가동,1286735,20204
연신내,6호선,은평구,대조동,9,20204
김포공항,김포골드라인,강서구,방화2동,502834,20204
김포공항,5호선,강서구,방화2동,373367,20204
도봉산,7호선,도봉구,도봉2동,560305,20204
홍대입구,경의중앙선,마포구,서교동,498485,20204
홍대입구,경의중앙선,마포구,서교동,498485,20204
홍대입구,경의중앙선,마포구,서교동,498485,20204
공덕,경의중앙선,마포구,도화동,589359,20204
공덕,경의중앙선,마포구,도화동,589359,20204
공덕,경의중앙선,마포구,도화동,589359,20204
공덕,경의중앙선,마포구,도화동,740299,20204
고속터미널,9호선,서초구,반포4동,740678,20204
고속터미널,9호선,서초구,반포4동,740678,20204
고속터미널,9호선,서초구,반포4동,781279,20204
고속터미널,9호선,서초구,반포4동,781279,20204
고속터미널,9호선,서초구,반포4동,2302568,20204
고속터미널,9호선,서초구,반포4동,2302568,20204
을지로4가,5호선,중구,을지로동,283388,20204
고속터미널,9호선,서초구,반포4동,731035,20204
고속터미널,9호선,서초구,반포4동,792367,20204
고속터미널,9호선,서초구,반포4동,792367,20204
고속터미널,9호선,서초구,반포4동,2264388,20204
고속터미널,9호선,서초구,반포4동,2264388,20204
고속터미널,9호선,서초구,반포4동,547166,20204
고속터미널,9호선,서초구,반포4동,547166,20204
고속터미널,9호선,서초구,반포4동,615130,20204
고속터미널,9호선,서초구,반포4동,615130,20204
고속터미널,9호선,서초구,반포4동,1746144,20204
고속터미널,9호선,서초구,반포4동,1746144,20204
공덕,경의중앙선,마포구,도화동,740299,20204
공덕,경의중앙선,마포구,도화동,740299,20204
공덕,경의중앙선,마포구,도화동,134284,20204
고속터미널,9호선,서초구,반포4동,731035,20204
을지로4가,5호선,중구,을지로동,603264,20204
을지로4가,5호선,중구,을지로동,293906,20204
을지로4가,5호선,중구,을지로동,631812,20204
홍대입구,경의중앙선,마포구,서교동,477227,20204
홍대입구,경의중앙선,마포구,서교동,477227,20204
홍대입구,경의중앙선,마포구,서교동,477227,20204
홍대입구,경의중앙선,마포구,서교동,2977449,20204
홍대입구,경의중앙선,마포구,서교동,2977449,20204
여의도,5호선,영등포구,여의동,1065413,20204
여의도,5호선,영등포구,여의동,891114,20204
여의도,5호선,영등포구,여의동,1263397,20204
여의도,5호선,영등포구,여의동,1095214,20204
여의도,5호선,영등포구,여의동,1172580,20204
여의도,5호선,영등포구,여의동,1039317,20204
선릉,2호선,강남구,역삼1동,759206,20204
선릉,2호선,강남구,역삼1동,2419812,20204
선릉,2호선,강남구,역삼1동,808419,20204
선릉,2호선,강남구,역삼1동,2572999,20204
선릉,2호선,강남구,역삼1동,677905,20204
선릉,2호선,강남구,역삼1동,2159338,20204
홍대입구,경의중앙선,마포구,서교동,2977449,20204
홍대입구,경의중앙선,마포구,서교동,2977449,20204
논현,7호선,강남구,논현1동,886206,20204
논현,7호선,강남구,논현1동,1053622,20204
논현,7호선,강남구,논현1동,1015768,20204
홍대입구,경의중앙선,마포구,서교동,104154,20204
홍대입구,경의중앙선,마포구,서교동,104154,20204
홍대입구,경의중앙선,마포구,서교동,104154,20204
홍대입구,경의중앙선,마포구,서교동,104154,20204
홍대입구,경의중앙선,마포구,서교동,498485,20204
을지로4가,5호선,중구,을지로동,562269,20204
을지로4가,5호선,중구,을지로동,262885,20204
공덕,경의중앙선,마포구,도화동,134284,20204
공덕,경의중앙선,마포구,도화동,134284,20204
공덕,경의중앙선,마포구,도화동,103008,20204
공덕,경의중앙선,마포구,도화동,103008,20204
신논현,9호선,강남구,역삼1동,1240544,20204
충무로,4호선,중구,필동,15,20204
충정로(경기대입구),5호선,서대문구,충현동,224150,20204
충정로(경기대입구),5호선,서대문구,충현동,504349,20204
충정로(경기대입구),5호선,서대문구,충현동,241710,20204
충정로(경기대입구),5호선,서대문구,충현동,530630,20204
충정로(경기대입구),5호선,서대문구,충현동,202894,20204
충정로(경기대입구),5호선,서대문구,충현동,435289,20204
온수(성공회대입구),7호선,구로구,수궁동,448158,20204
온수(성공회대입구),7호선,구로구,수궁동,282552,20204
온수(성공회대입구),7호선,구로구,수궁동,535731,20204
온수(성공회대입구),7호선,구로구,수궁동,359818,20204
온수(성공회대입구),7호선,구로구,수궁동,520020,20204
온수(성공회대입구),7호선,구로구,수궁동,360224,20204
샛강,9호선,영등포구,여의동,226848,20204
샛강,9호선,영등포구,여의동,274390,20204
충무로,4호선,중구,필동,1127070,20204
충무로,4호선,중구,필동,22,20204
충무로,4호선,중구,필동,1329102,20204
충무로,4호선,중구,필동,29,20204
충무로,4호선,중구,필동,1266691,20204
충정로(경기대입구),2호선,서대문구,충현동,224150,20204
충정로(경기대입구),2호선,서대문구,충현동,504349,20204
충정로(경기대입구),2호선,서대문구,충현동,241710,20204
충정로(경기대입구),2호선,서대문구,충현동,530630,20204
충정로(경기대입구),2호선,서대문구,충현동,202894,20204
충정로(경기대입구),2호선,서대문구,충현동,435289,20204
샛강,9호선,영등포구,여의동,257865,20204
충무로,3호선,중구,필동,15,20204
신논현,9호선,강남구,역삼1동,1603685,20204
홍대입구,경의중앙선,마포구,서교동,477227,20204
신논현,9호선,강남구,역삼1동,1561904,20204
공덕,경의중앙선,마포구,도화동,123721,20204
공덕,경의중앙선,마포구,도화동,103008,20204
공덕,경의중앙선,마포구,도화동,726265,20204
공덕,경의중앙선,마포구,도화동,726265,20204
공덕,경의중앙선,마포구,도화동,726265,20204
공덕,경의중앙선,마포구,도화동,903736,20204
공덕,경의중앙선,마포구,도화동,903736,20204
공덕,경의중앙선,마포구,도화동,903736,20204
공덕,경의중앙선,마포구,도화동,165831,20204
공덕,경의중앙선,마포구,도화동,165831,20204
공덕,경의중앙선,마포구,도화동,165831,20204
공덕,경의중앙선,마포구,도화동,127962,20204
온수(성공회대입구),경인선,구로구,수궁동,448158,20204
온수(성공회대입구),경인선,구로구,수궁동,282552,20204
온수(성공회대입구),경인선,구로구,수궁동,535731,20204
온수(성공회대입구),경인선,구로구,수궁동,359818,20204
온수(성공회대입구),경인선,구로구,수궁동,520020,20204
온수(성공회대입구),경인선,구로구,수궁동,360224,20204
공덕,경의중앙선,마포구,도화동,127962,20204
공덕,경의중앙선,마포구,도화동,127962,20204
공덕,경의중앙선,마포구,도화동,686908,20204
공덕,경의중앙선,마포구,도화동,686908,20204
공덕,경의중앙선,마포구,도화동,686908,20204
공덕,경의중앙선,마포구,도화동,867871,20204
공덕,경의중앙선,마포구,도화동,867871,20204
공덕,경의중앙선,마포구,도화동,867871,20204
공덕,경의중앙선,마포구,도화동,161960,20204
공덕,경의중앙선,마포구,도화동,161960,20204
공덕,경의중앙선,마포구,도화동,161960,20204
공덕,경의중앙선,마포구,도화동,123721,20204
공덕,경의중앙선,마포구,도화동,123721,20204
홍대입구,경의중앙선,마포구,서교동,96322,20204
홍대입구,경의중앙선,마포구,서교동,96322,20204
홍대입구,경의중앙선,마포구,서교동,96322,20204
건대입구,2호선,광진구,화양동,1940120,20204
건대입구,2호선,광진구,화양동,667541,20204
건대입구,2호선,광진구,화양동,1961948,20204
건대입구,2호선,광진구,화양동,662243,20204
여의도,9호선,영등포구,여의동,1039317,20204
도봉산,7호선,도봉구,도봉2동,431245,20204
디지털미디어시티,6호선,마포구,상암동,594572,20204
서울역,1호선,중구,회현동,193442,20204
서울역,1호선,중구,회현동,193442,20204
서울역,1호선,중구,회현동,692537,20204
을지로4가,2호선,중구,을지로동,562269,20204
을지로4가,2호선,중구,을지로동,262885,20204
을지로4가,2호선,중구,을지로동,631812,20204
을지로4가,2호선,중구,을지로동,293906,20204
을지로4가,2호선,중구,을지로동,603264,20204
을지로4가,2호선,중구,을지로동,283388,20204
도봉산,7호선,도봉구,도봉2동,370195,20204
도봉산,7호선,도봉구,도봉2동,537040,20204
도봉산,7호선,도봉구,도봉2동,306182,20204
도봉산,7호선,도봉구,도봉2동,444947,20204
서울역,1호선,중구,회현동,692537,20204
서울역,1호선,중구,회현동,2207287,20204
서울역,1호선,중구,회현동,2207287,20204
서울역,1호선,중구,회현동,273199,20204
서울역,1호선,중구,회현동,273199,20204
서울역,1호선,중구,회현동,173919,20204
서울역,1호선,중구,회현동,173919,20204
서울역,1호선,중구,회현동,128229,20204
서울역,1호선,중구,회현동,128229,20204
건대입구,2호선,광진구,화양동,553917,20204
서울역,1호선,중구,회현동,514018,20204
건대입구,2호선,광진구,화양동,1431345,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,639694,20204
고속터미널,3호선,서초구,반포4동,792367,20204
고속터미널,3호선,서초구,반포4동,792367,20204
고속터미널,3호선,서초구,반포4동,2264388,20204
고속터미널,3호선,서초구,반포4동,2264388,20204
고속터미널,3호선,서초구,반포4동,547166,20204
고속터미널,3호선,서초구,반포4동,547166,20204
고속터미널,3호선,서초구,반포4동,615130,20204
고속터미널,3호선,서초구,반포4동,615130,20204
고속터미널,3호선,서초구,반포4동,1746144,20204
고속터미널,3호선,서초구,반포4동,1746144,20204
군자(능동),7호선,광진구,능동,501044,20204
군자(능동),7호선,광진구,능동,582398,20204
군자(능동),7호선,광진구,능동,592024,20204
군자(능동),7호선,광진구,능동,668930,20204
군자(능동),7호선,광진구,능동,585826,20204
군자(능동),7호선,광진구,능동,653718,20204
김포공항,김포골드라인,강서구,방화2동,389782,20204
김포공항,김포골드라인,강서구,방화2동,389782,20204
김포공항,김포골드라인,강서구,방화2동,389782,20204
김포공항,김포골드라인,강서구,방화2동,389782,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,831648,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,1130730,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,819779,20204
여의도,9호선,영등포구,여의동,1065413,20204
여의도,9호선,영등포구,여의동,891114,20204
여의도,9호선,영등포구,여의동,1263397,20204
여의도,9호선,영등포구,여의동,1095214,20204
여의도,9호선,영등포구,여의동,1172580,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,1114522,20204
청량리(서울시립대입구),경원선,동대문구,전농1동,929603,20204
충무로,3호선,중구,필동,1127070,20204
서울역,1호선,중구,회현동,514018,20204
서울역,1호선,중구,회현동,1639892,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,639694,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,929603,20204
연신내,수도권 광역급행철도,은평구,대조동,9,20204
건대입구,7호선,광진구,화양동,1431345,20204
건대입구,7호선,광진구,화양동,553917,20204
건대입구,7호선,광진구,화양동,1940120,20204
건대입구,7호선,광진구,화양동,667541,20204
건대입구,7호선,광진구,화양동,1961948,20204
건대입구,7호선,광진구,화양동,662243,20204
연신내,수도권 광역급행철도,은평구,대조동,1934017,20204
연신내,수도권 광역급행철도,은평구,대조동,15,20204
연신내,수도권 광역급행철도,은평구,대조동,1947010,20204
홍대입구,경의중앙선,마포구,서교동,1945905,20204
홍대입구,경의중앙선,마포구,서교동,1945905,20204
홍대입구,경의중앙선,마포구,서교동,1945905,20204
홍대입구,경의중앙선,마포구,서교동,1945905,20204
홍대입구,경의중앙선,마포구,서교동,67571,20204
홍대입구,경의중앙선,마포구,서교동,67571,20204
홍대입구,경의중앙선,마포구,서교동,67571,20204
홍대입구,경의중앙선,마포구,서교동,67571,20204
홍대입구,경의중앙선,마포구,서교동,326044,20204
홍대입구,경의중앙선,마포구,서교동,326044,20204
홍대입구,경의중앙선,마포구,서교동,326044,20204
홍대입구,경의중앙선,마포구,서교동,326044,20204
홍대입구,경의중앙선,마포구,서교동,2872281,20204
홍대입구,경의중앙선,마포구,서교동,2872281,20204
홍대입구,경의중앙선,마포구,서교동,2872281,20204
홍대입구,경의중앙선,마포구,서교동,2872281,20204
홍대입구,경의중앙선,마포구,서교동,96322,20204
을지로3가,3호선,중구,을지로동,487728,20204
서울역,1호선,중구,회현동,1639892,20204
을지로3가,3호선,중구,을지로동,960428,20204
을지로3가,3호선,중구,을지로동,1018374,20204
태릉입구,7호선,노원구,공릉1동,422045,20204
태릉입구,7호선,노원구,공릉1동,294406,20204
태릉입구,7호선,노원구,공릉1동,426304,20204
태릉입구,7호선,노원구,공릉1동,298469,20204
태릉입구,7호선,노원구,공릉1동,343434,20204
태릉입구,7호선,노원구,공릉1동,240670,20204
고속터미널,7호선,서초구,반포4동,740678,20204
고속터미널,7호선,서초구,반포4동,740678,20204
고속터미널,7호선,서초구,반포4동,781279,20204
고속터미널,7호선,서초구,반포4동,781279,20204
고속터미널,7호선,서초구,반포4동,2302568,20204
고속터미널,7호선,서초구,반포4동,2302568,20204
고속터미널,7호선,서초구,반포4동,731035,20204
고속터미널,7호선,서초구,반포4동,731035,20204
고속터미널,7호선,서초구,반포4동,792367,20204
고속터미널,7호선,서초구,반포4동,2264388,20204
고속터미널,7호선,서초구,반포4동,2264388,20204
고속터미널,7호선,서초구,반포4동,547166,20204
고속터미널,7호선,서초구,반포4동,547166,20204
고속터미널,7호선,서초구,반포4동,615130,20204
고속터미널,7호선,서초구,반포4동,615130,20204
고속터미널,7호선,서초구,반포4동,1746144,20204
고속터미널,7호선,서초구,반포4동,1746144,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,831648,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,1130730,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,819779,20204
청량리(서울시립대입구),1호선,동대문구,전농1동,1114522,20204
을지로3가,3호선,중구,을지로동,818519,20204
을지로3가,3호선,중구,을지로동,424576,20204
을지로3가,3호선,중구,을지로동,514012,20204
충무로,3호선,중구,필동,22,20204
충무로,3호선,중구,필동,1329102,20204
충무로,3호선,중구,필동,29,20204
불광,6호선,은평구,대조동,246302,20204
태릉입구,6호선,노원구,공릉1동,422045,20204
태릉입구,6호선,노원구,공릉1동,294406,20204
태릉입구,6호선,노원구,공릉1동,426304,20204
태릉입구,6호선,노원구,공릉1동,298469,20204
효창공원앞,6호선,용산구,용문동,145601,20204
효창공원앞,6호선,용산구,용문동,334206,20204
효창공원앞,6호선,용산구,용문동,150431,20204
효창공원앞,6호선,용산구,용문동,343680,20204
효창공원앞,6호선,용산구,용문동,130571,20204
효창공원앞,6호선,용산구,용문동,290217,20204
태릉입구,6호선,노원구,공릉1동,343434,20204
태릉입구,6호선,노원구,공릉1동,240670,20204
서울역,경의중앙선,중구,회현동,378716,20204
서울역,경의중앙선,중구,회현동,378716,20204
서울역,경의중앙선,중구,회현동,207466,20204
서울역,경의중앙선,중구,회현동,207466,20204
서울역,경의중앙선,중구,회현동,181367,20204
김포공항,김포골드라인,강서구,방화2동,502834,20204
김포공항,김포골드라인,강서구,방화2동,502834,20204
홍대입구,공항철도1호선,마포구,서교동,498485,20204
홍대입구,공항철도1호선,마포구,서교동,498485,20204
홍대입구,공항철도1호선,마포구,서교동,498485,20204
홍대입구,공항철도1호선,마포구,서교동,104154,20204
홍대입구,공항철도1호선,마포구,서교동,104154,20204
홍대입구,공항철도1호선,마포구,서교동,104154,20204
홍대입구,공항철도1호선,마포구,서교동,2977449,20204
홍대입구,공항철도1호선,마포구,서교동,2977449,20204
홍대입구,공항철도1호선,마포구,서교동,2977449,20204
불광,6호선,은평구,대조동,917216,20204
홍대입구,공항철도1호선,마포구,서교동,477227,20204
불광,6호선,은평구,대조동,241554,20204
서울역,경의중앙선,중구,회현동,514018,20204
서울역,4호선,용산구,남영동,397339,20204
서울역,4호선,용산구,남영동,2111954,20204
서울역,4호선,용산구,남영동,656420,20204
서울역,4호선,용산구,남영동,181367,20204
서울역,4호선,용산구,남영동,207466,20204
서울역,4호선,용산구,남영동,378716,20204
연신내,3호선,은평구,불광2동,15,20204
김포공항,김포골드라인,강서구,방화2동,311879,20204
수서,수도권 광역급행철도,강남구,수서동,703620,20204
수서,수도권 광역급행철도,강남구,수서동,703620,20204
수서,수도권 광역급행철도,강남구,수서동,863296,20204
수서,수도권 광역급행철도,강남구,수서동,863296,20204
수서,수도권 광역급행철도,강남구,수서동,729382,20204
수서,수도권 광역급행철도,강남구,수서동,729382,20204
수서,수도권 광역급행철도,강남구,수서동,900305,20204
수서,수도권 광역급행철도,강남구,수서동,900305,20204
수서,수도권 광역급행철도,강남구,수서동,549992,20204
수서,수도권 광역급행철도,강남구,수서동,549992,20204
수서,수도권 광역급행철도,강남구,수서동,685047,20204
수서,수도권 광역급행철도,강남구,수서동,685047,20204
김포공항,김포골드라인,강서구,방화2동,311879,20204
김포공항,김포골드라인,강서구,방화2동,311879,20204
김포공항,김포골드라인,강서구,방화2동,311879,20204
불광,6호선,은평구,대조동,758049,20204
불광,6호선,은평구,대조동,203064,20204
불광,6호선,은평구,대조동,906716,20204
서울역,경의중앙선,중구,회현동,1639892,20204
서울역,경의중앙선,중구,회현동,1639892,20204
서울역,경의중앙선,중구,회현동,514018,20204
서울역,경의중앙선,중구,회현동,128229,20204
서울역,4호선,용산구,남영동,224206,20204
홍대입구,공항철도1호선,마포구,서교동,477227,20204
홍대입구,공항철도1호선,마포구,서교동,96322,20204
김포공항,김포골드라인,강서구,방화2동,388747,20204
서울역,경의중앙선,중구,회현동,173919,20204
서울역,경의중앙선,중구,회현동,273199,20204
서울역,경의중앙선,중구,회현동,273199,20204
서울역,경의중앙선,중구,회현동,2207287,20204
서울역,경의중앙선,중구,회현동,2207287,20204
서울역,경의중앙선,중구,회현동,692537,20204
서울역,경의중앙선,중구,회현동,692537,20204
서울역,경의중앙선,중구,회현동,193442,20204
서울역,경의중앙선,중구,회현동,193442,20204
서울역,경의중앙선,중구,회현동,224206,20204
서울역,경의중앙선,중구,회현동,224206,20204
서울역,경의중앙선,중구,회현동,397339,20204
서울역,경의중앙선,중구,회현동,397339,20204
서울역,경의중앙선,중구,회현동,2111954,20204
서울역,경의중앙선,중구,회현동,2111954,20204
서울역,경의중앙선,중구,회현동,656420,20204
서울역,경의중앙선,중구,회현동,656420,20204
서울역,경의중앙선,중구,회현동,181367,20204
가산디지털단지,경부선,금천구,가산동,895912,20204
가산디지털단지,경부선,금천구,가산동,2089827,20204
가산디지털단지,경부선,금천구,가산동,937173,20204
가산디지털단지,경부선,금천구,가산동,2228725,20204
가산디지털단지,경부선,금천구,가산동,794476,20204
김포공항,김포골드라인,강서구,방화2동,547489,20204
김포공항,김포골드라인,강서구,방화2동,547489,20204
김포공항,김포골드라인,강서구,방화2동,547489,20204
김포공항,김포골드라인,강서구,방화2동,547489,20204
김포공항,김포골드라인,강서구,방화2동,502834,20204
김포공항,김포골드라인,강서구,방화2동,388747,20204
홍대입구,공항철도1호선,마포구,서교동,477227,20204
김포공항,김포골드라인,강서구,방화2동,388747,20204
김포공항,김포골드라인,강서구,방화2동,373367,20204
홍대입구,공항철도1호선,마포구,서교동,96322,20204
홍대입구,공항철도1호선,마포구,서교동,96322,20204
홍대입구,공항철도1호선,마포구,서교동,2872281,20204
홍대입구,공항철도1호선,마포구,서교동,2872281,20204
홍대입구,공항철도1호선,마포구,서교동,2872281,20204
홍대입구,공항철도1호선,마포구,서교동,326044,20204
홍대입구,공항철도1호선,마포구,서교동,326044,20204
홍대입구,공항철도1호선,마포구,서교동,326044,20204
홍대입구,공항철도1호선,마포구,서교동,67571,20204
홍대입구,공항철도1호선,마포구,서교동,67571,20204
홍대입구,공항철도1호선,마포구,서교동,67571,20204
홍대입구,공항철도1호선,마포구,서교동,1945905,20204
홍대입구,공항철도1호선,마포구,서교동,1945905,20204
홍대입구,공항철도1호선,마포구,서교동,1945905,20204
서울역,경의중앙선,중구,회현동,128229,20204
서울역,경의중앙선,중구,회현동,173919,20204
김포공항,김포골드라인,강서구,방화2동,387567,20204
김포공항,김포골드라인,강서구,방화2동,387567,20204
김포공항,김포골드라인,강서구,방화2동,387567,20204
김포공항,김포골드라인,강서구,방화2동,387567,20204
김포공항,김포골드라인,강서구,방화2동,373367,20204
김포공항,김포골드라인,강서구,방화2동,373367,20204
가산디지털단지,7호선,금천구,가산동,1964995,20204
가산디지털단지,7호선,금천구,가산동,794476,20204
가산디지털단지,7호선,금천구,가산동,2228725,20204
가산디지털단지,7호선,금천구,가산동,937173,20204
가산디지털단지,7호선,금천구,가산동,2089827,20204
가산디지털단지,7호선,금천구,가산동,895912,20204
김포공항,김포골드라인,강서구,방화2동,373367,20204
김포공항,김포골드라인,강서구,방화2동,388747,20204
고속터미널,3호선,서초구,반포4동,731035,20204
서울역,4호선,용산구,남영동,193442,20204
서울역,4호선,용산구,남영동,2207287,20204
신도림,경부선,구로구,신도림동,222225,20204
신도림,경부선,구로구,신도림동,2557059,20204
신도림,경부선,구로구,신도림동,220057,20204
공덕,공항철도1호선,마포구,도화동,740299,20204
공덕,공항철도1호선,마포구,도화동,589359,20204
공덕,공항철도1호선,마포구,도화동,589359,20204
신설동,2호선,동대문구,용신동,613813,20204
신설동,2호선,동대문구,용신동,613813,20204
신설동,2호선,동대문구,용신동,150637,20204
신설동,2호선,동대문구,용신동,150637,20204
신설동,2호선,동대문구,용신동,97960,20204
신설동,2호선,동대문구,용신동,97960,20204
신설동,2호선,동대문구,용신동,708973,20204
신설동,2호선,동대문구,용신동,708973,20204
신설동,2호선,동대문구,용신동,182674,20204
신설동,2호선,동대문구,용신동,182674,20204
신설동,2호선,동대문구,용신동,113912,20204
신설동,2호선,동대문구,용신동,113912,20204
신설동,2호선,동대문구,용신동,715782,20204
신설동,2호선,동대문구,용신동,715782,20204
신설동,2호선,동대문구,용신동,176808,20204
신설동,2호선,동대문구,용신동,176808,20204
신설동,2호선,동대문구,용신동,112327,20204
신설동,2호선,동대문구,용신동,112327,20204
신촌,2호선,서대문구,신촌동,43202,20204
신촌,2호선,서대문구,신촌동,1732027,20204
신촌,2호선,서대문구,신촌동,44682,20204
신촌,2호선,서대문구,신촌동,1741724,20204
신촌,2호선,서대문구,신촌동,37376,20204
신도림,경부선,구로구,신도림동,2600314,20204
신촌,2호선,서대문구,신촌동,1343557,20204
신도림,경부선,구로구,신도림동,175211,20204
연신내,수도권 광역급행철도,은평구,대조동,15,20204
충무로,3호선,중구,필동,1266691,20204
공덕,공항철도1호선,마포구,도화동,123721,20204
공덕,공항철도1호선,마포구,도화동,123721,20204
공덕,공항철도1호선,마포구,도화동,161960,20204
공덕,공항철도1호선,마포구,도화동,161960,20204
공덕,공항철도1호선,마포구,도화동,867871,20204
공덕,공항철도1호선,마포구,도화동,867871,20204
공덕,공항철도1호선,마포구,도화동,686908,20204
공덕,공항철도1호선,마포구,도화동,686908,20204
공덕,공항철도1호선,마포구,도화동,127962,20204
공덕,공항철도1호선,마포구,도화동,127962,20204
공덕,공항철도1호선,마포구,도화동,165831,20204
공덕,공항철도1호선,마포구,도화동,165831,20204
신촌,경의중앙선,서대문구,신촌동,43202,20204
신촌,경의중앙선,서대문구,신촌동,1732027,20204
신촌,경의중앙선,서대문구,신촌동,44682,20204
신촌,경의중앙선,서대문구,신촌동,1741724,20204
신촌,경의중앙선,서대문구,신촌동,37376,20204
신촌,경의중앙선,서대문구,신촌동,1343557,20204
공덕,공항철도1호선,마포구,도화동,903736,20204
공덕,공항철도1호선,마포구,도화동,903736,20204
공덕,공항철도1호선,마포구,도화동,726265,20204
공덕,공항철도1호선,마포구,도화동,726265,20204
공덕,공항철도1호선,마포구,도화동,103008,20204
공덕,공항철도1호선,마포구,도화동,103008,20204
공덕,공항철도1호선,마포구,도화동,134284,20204
공덕,공항철도1호선,마포구,도화동,134284,20204
