지하철역,행정동,년분기,총승하차인원_평균_2019,총승하차인원_평균_2020,총승하차인원_평균
0,삼각산동,00,0.0,0.0,0.0
0,삼성동,00,0.0,0.0,0.0
0,삼전동,00,0.0,0.0,0.0
0,삼청동,00,0.0,0.0,0.0
0,상계10동,00,0.0,0.0,0.0
0,상계9동,00,0.0,0.0,0.0
0,상도3동,00,0.0,0.0,0.0
0,상도4동,00,0.0,0.0,0.0
0,상일2동,00,0.0,0.0,0.0
0,서초4동,00,0.0,0.0,0.0
0,성내3동,00,0.0,0.0,0.0
0,성북동,00,0.0,0.0,0.0
0,성산1동,00,0.0,0.0,0.0
0,성수2가1동 ,00,0.0,0.0,0.0
0,성현동,00,0.0,0.0,0.0
0,세곡동,00,0.0,0.0,0.0
0,송정동,00,0.0,0.0,0.0
0,송중동,00,0.0,0.0,0.0
0,송파1동,00,0.0,0.0,0.0
0,송파2동,00,0.0,0.0,0.0
0,수유3동,00,0.0,0.0,0.0
0,숭인2동,00,0.0,0.0,0.0
0,시흥2동,00,0.0,0.0,0.0
0,시흥3동,00,0.0,0.0,0.0
0,시흥4동,00,0.0,0.0,0.0
0,시흥5동,00,0.0,0.0,0.0
0,신길3동,00,0.0,0.0,0.0
0,신길4동,00,0.0,0.0,0.0
0,신길5동,00,0.0,0.0,0.0
0,신내2동,00,0.0,0.0,0.0
0,신대방1동,00,0.0,0.0,0.0
0,신사동,00,0.0,0.0,0.0
0,신수동,00,0.0,0.0,0.0
0,신원동,00,0.0,0.0,0.0
0,신월1동,00,0.0,0.0,0.0
0,신월2동,00,0.0,0.0,0.0
0,신월3동,00,0.0,0.0,0.0
0,신월4동,00,0.0,0.0,0.0
0,신월5동,00,0.0,0.0,0.0
0,신월6동,00,0.0,0.0,0.0
0,신월7동,00,0.0,0.0,0.0
0,신정1동,00,0.0,0.0,0.0
0,신정2동,00,0.0,0.0,0.0
0,신정6동,00,0.0,0.0,0.0
0,쌍문1동,00,0.0,0.0,0.0
0,쌍문2동,00,0.0,0.0,0.0
0,쌍문3동,00,0.0,0.0,0.0
0,쌍문4동,00,0.0,0.0,0.0
0,암사1동,00,0.0,0.0,0.0
0,역삼2동,00,0.0,0.0,0.0
0,역촌동,00,0.0,0.0,0.0
0,연남동,00,0.0,0.0,0.0
0,연희동,00,0.0,0.0,0.0
0,염리동,00,0.0,0.0,0.0
0,염창동,00,0.0,0.0,0.0
0,왕십리도선동,00,0.0,0.0,0.0
0,원효로1동,00,0.0,0.0,0.0
0,원효로2동,00,0.0,0.0,0.0
0,월계1동,00,0.0,0.0,0.0
0,월곡1동,00,0.0,0.0,0.0
0,위례동,00,0.0,0.0,0.0
0,은천동,00,0.0,0.0,0.0
0,응암1동,00,0.0,0.0,0.0
0,응암2동,00,0.0,0.0,0.0
0,응암3동,00,0.0,0.0,0.0
0,이촌1동,00,0.0,0.0,0.0
0,이촌2동,00,0.0,0.0,0.0
0,이태원2동,00,0.0,0.0,0.0
0,인수동,00,0.0,0.0,0.0
0,일원1동,00,0.0,0.0,0.0
0,자양1동,00,0.0,0.0,0.0
0,자양2동,00,0.0,0.0,0.0
0,자양3동,00,0.0,0.0,0.0
0,잠실3동,00,0.0,0.0,0.0
0,장안1동,00,0.0,0.0,0.0
0,장안2동,00,0.0,0.0,0.0
0,장위1동,00,0.0,0.0,0.0
0,장위3동,00,0.0,0.0,0.0
0,전농2동,00,0.0,0.0,0.0
0,정릉2동,00,0.0,0.0,0.0
0,정릉3동,00,0.0,0.0,0.0
0,조원동,00,0.0,0.0,0.0
0,종로5·6가동 ,00,0.0,0.0,0.0
0,종암동,00,0.0,0.0,0.0
0,중계1동,00,0.0,0.0,0.0
0,중계4동,00,0.0,0.0,0.0
0,중계본동,00,0.0,0.0,0.0
0,중곡1동,00,0.0,0.0,0.0
0,중곡2동,00,0.0,0.0,0.0
0,중곡4동,00,0.0,0.0,0.0
0,중림동,00,0.0,0.0,0.0
0,중앙동,00,0.0,0.0,0.0
0,중화1동,00,0.0,0.0,0.0
0,창2동,00,0.0,0.0,0.0
0,창3동,00,0.0,0.0,0.0
0,창신2동,00,0.0,0.0,0.0
0,천호2동,00,0.0,0.0,0.0
0,천호3동,00,0.0,0.0,0.0
0,청구동,00,0.0,0.0,0.0
0,청담동,00,0.0,0.0,0.0
0,청량리동,00,0.0,0.0,0.0
0,청림동,00,0.0,0.0,0.0
0,청운효자동 ,00,0.0,0.0,0.0
0,청파동,00,0.0,0.0,0.0
0,평창동,00,0.0,0.0,0.0
0,풍납2동,00,0.0,0.0,0.0
0,하계1동,00,0.0,0.0,0.0
0,항동,00,0.0,0.0,0.0
0,행운동,00,0.0,0.0,0.0
0,혜화동,00,0.0,0.0,0.0
0,홍은1동,00,0.0,0.0,0.0
0,홍은2동,00,0.0,0.0,0.0
0,홍제2동,00,0.0,0.0,0.0
0,홍제3동,00,0.0,0.0,0.0
0,화곡2동,00,0.0,0.0,0.0
0,화곡3동,00,0.0,0.0,0.0
0,화곡4동,00,0.0,0.0,0.0
0,화곡6동,00,0.0,0.0,0.0
0,화곡8동,00,0.0,0.0,0.0
0,화곡본동,00,0.0,0.0,0.0
0,황학동,00,0.0,0.0,0.0
0,회기동,00,0.0,0.0,0.0
0,효창동,00,0.0,0.0,0.0
0,후암동,00,0.0,0.0,0.0
0,휘경2동,00,0.0,0.0,0.0
4.19민주묘지,우이동,20191,510910.0,,
4.19민주묘지,우이동,20192,654831.0,,
4.19민주묘지,우이동,20193,527989.0,,
4.19민주묘지,우이동,20194,617295.0,,
4.19민주묘지,우이동,20201,,395267.0,
4.19민주묘지,우이동,20202,,414211.0,
4.19민주묘지,우이동,20203,,403616.0,
4.19민주묘지,우이동,20204,,420352.0,
4.19민주묘지,우이동,20211,,,394198.0
4.19민주묘지,우이동,20212,,,476548.0
4.19민주묘지,우이동,20213,,,418497.0
4.19민주묘지,우이동,20214,,,465681.0
가락시장,가락1동,20191,3260371.0,,
가락시장,가락1동,20192,3373565.0,,
가락시장,가락1동,20193,3197565.0,,
가락시장,가락1동,20194,3527649.0,,
가락시장,가락1동,20201,,2684808.0,
가락시장,가락1동,20202,,2564427.0,
가락시장,가락1동,20203,,2553698.0,
가락시장,가락1동,20204,,2553799.0,
가락시장,가락1동,20211,,,2472517.0
가락시장,가락1동,20212,,,2664566.0
가락시장,가락1동,20213,,,2331534.0
가락시장,가락1동,20214,,,2634172.0
가산디지털단지,가산동,20191,10115834.0,,
가산디지털단지,가산동,20192,10566864.0,,
가산디지털단지,가산동,20193,12544910.0,,
가산디지털단지,가산동,20194,10670914.0,,
가산디지털단지,가산동,20201,,9001339.0,
가산디지털단지,가산동,20202,,8903846.0,
가산디지털단지,가산동,20203,,8813175.0,
가산디지털단지,가산동,20204,,8911108.0,
가산디지털단지,가산동,20211,,,8738598.0
가산디지털단지,가산동,20212,,,9655285.0
가산디지털단지,가산동,20213,,,8501792.0
가산디지털단지,가산동,20214,,,9504988.0
가양,등촌3동,20191,3589705.0,,
가양,등촌3동,20192,3837467.0,,
가양,등촌3동,20193,3662945.0,,
가양,등촌3동,20194,3908271.0,,
가양,등촌3동,20201,,3040552.0,
가양,등촌3동,20202,,2922070.0,
가양,등촌3동,20203,,2919094.0,
가양,등촌3동,20204,,2890898.0,
가양,등촌3동,20211,,,2807794.0
가양,등촌3동,20212,,,3141977.0
가양,등촌3동,20213,,,2823344.0
가양,등촌3동,20214,,,3195921.0
가오리,수유2동,20191,709581.0,,
가오리,수유2동,20192,753668.0,,
가오리,수유2동,20193,730027.0,,
가오리,수유2동,20194,774329.0,,
가오리,수유2동,20201,,590774.0,
가오리,수유2동,20202,,576409.0,
가오리,수유2동,20203,,575730.0,
가오리,수유2동,20204,,581275.0,
가오리,수유2동,20211,,,564220.0
가오리,수유2동,20212,,,652059.0
가오리,수유2동,20213,,,611231.0
가오리,수유2동,20214,,,658132.0
가좌,남가좌1동,00,0.0,0.0,0.0
강남,서초2동,00,0.0,0.0,0.0
강남,역삼1동,20191,18464395.0,,
강남,역삼1동,20192,18153838.0,,
강남,역삼1동,20193,18588928.0,,
강남,역삼1동,20194,18423038.0,,
강남,역삼1동,20201,,14654791.0,
강남,역삼1동,20202,,12881942.0,
강남,역삼1동,20203,,12659619.0,
강남,역삼1동,20204,,11701492.0,
강남,역삼1동,20211,,,11455433.0
강남,역삼1동,20212,,,12846273.0
강남,역삼1동,20213,,,11187233.0
강남,역삼1동,20214,,,12828053.0
강남구청,논현2동,20191,4474579.0,,
강남구청,논현2동,20192,4756196.0,,
강남구청,논현2동,20193,4579227.0,,
강남구청,논현2동,20194,4900731.0,,
강남구청,논현2동,20201,,3964631.0,
강남구청,논현2동,20202,,3790970.0,
강남구청,논현2동,20203,,3774760.0,
강남구청,논현2동,20204,,3751517.0,
강남구청,논현2동,20211,,,3742087.0
강남구청,논현2동,20212,,,4200738.0
강남구청,논현2동,20213,,,3725223.0
강남구청,논현2동,20214,,,4295928.0
강동,성내2동,20191,3270568.0,,
강동,성내2동,20192,3521852.0,,
강동,성내2동,20193,3483004.0,,
강동,성내2동,20194,3694562.0,,
강동,성내2동,20201,,2878237.0,
강동,성내2동,20202,,2910881.0,
강동,성내2동,20203,,2806078.0,
강동,성내2동,20204,,2744701.0,
강동,성내2동,20211,,,2658928.0
강동,성내2동,20212,,,2845885.0
강동,성내2동,20213,,,2532942.0
강동,성내2동,20214,,,2852579.0
강동구청,성내1동,20191,1875408.0,,
강동구청,성내1동,20192,1956472.0,,
강동구청,성내1동,20193,1881566.0,,
강동구청,성내1동,20194,2011997.0,,
강동구청,성내1동,20201,,1597758.0,
강동구청,성내1동,20202,,1514890.0,
강동구청,성내1동,20203,,1514701.0,
강동구청,성내1동,20204,,1516314.0,
강동구청,성내1동,20211,,,1512767.0
강동구청,성내1동,20212,,,1633429.0
강동구청,성내1동,20213,,,1465081.0
강동구청,성내1동,20214,,,1650507.0
강변(동서울터미널),구의3동,20191,8057259.0,,
강변(동서울터미널),구의3동,20192,8330643.0,,
강변(동서울터미널),구의3동,20193,8068233.0,,
강변(동서울터미널),구의3동,20194,8341434.0,,
강변(동서울터미널),구의3동,20201,,5739274.0,
강변(동서울터미널),구의3동,20202,,5063000.0,
강변(동서울터미널),구의3동,20203,,4943876.0,
강변(동서울터미널),구의3동,20204,,4699929.0,
강변(동서울터미널),구의3동,20211,,,4318497.0
강변(동서울터미널),구의3동,20212,,,4932384.0
강변(동서울터미널),구의3동,20213,,,4370916.0
강변(동서울터미널),구의3동,20214,,,5009052.0
강일,강일동,00,0.0,0.0,
강일,강일동,20211,,,54506.0
강일,강일동,20212,,,1017842.0
강일,강일동,20213,,,954528.0
강일,강일동,20214,,,1196446.0
개롱,가락2동,20191,1219780.0,,
개롱,가락2동,20192,1335988.0,,
개롱,가락2동,20193,1272299.0,,
개롱,가락2동,20194,1344059.0,,
개롱,가락2동,20201,,991810.0,
개롱,가락2동,20202,,938245.0,
개롱,가락2동,20203,,943674.0,
개롱,가락2동,20204,,946698.0,
개롱,가락2동,20211,,,919472.0
개롱,가락2동,20212,,,1046676.0
개롱,가락2동,20213,,,946626.0
개롱,가락2동,20214,,,1053090.0
개봉,개봉1동,20191,4272785.0,,
개봉,개봉1동,20192,4593070.0,,
개봉,개봉1동,20193,4289982.0,,
개봉,개봉1동,20194,4551834.0,,
개봉,개봉1동,20201,,3340095.0,
개봉,개봉1동,20202,,3236539.0,
개봉,개봉1동,20203,,3244664.0,
개봉,개봉1동,20204,,3282834.0,
개봉,개봉1동,20211,,,3107827.0
개봉,개봉1동,20212,,,3500467.0
개봉,개봉1동,20213,,,3130324.0
개봉,개봉1동,20214,,,3470114.0
개포동,개포2동,20191,576280.0,,
개포동,개포2동,20192,642897.0,,
개포동,개포2동,20193,610465.0,,
개포동,개포2동,20194,689257.0,,
개포동,개포2동,20201,,525551.0,
개포동,개포2동,20202,,489780.0,
개포동,개포2동,20203,,519146.0,
개포동,개포2동,20204,,526793.0,
개포동,개포2동,20211,,,515533.0
개포동,개포2동,20212,,,610581.0
개포동,개포2동,20213,,,537173.0
개포동,개포2동,20214,,,615125.0
개화,방화2동,20191,984105.0,,
개화,방화2동,20192,1075389.0,,
개화,방화2동,20193,1022885.0,,
개화,방화2동,20194,471209.0,,
개화,방화2동,20201,,330921.0,
개화,방화2동,20202,,318978.0,
개화,방화2동,20203,,325843.0,
개화,방화2동,20204,,322898.0,
개화,방화2동,20211,,,294357.0
개화,방화2동,20212,,,342134.0
개화,방화2동,20213,,,324023.0
개화,방화2동,20214,,,350050.0
개화산,방화2동,20191,1023955.0,,
개화산,방화2동,20192,1097820.0,,
개화산,방화2동,20193,1033115.0,,
개화산,방화2동,20194,1057856.0,,
개화산,방화2동,20201,,848584.0,
개화산,방화2동,20202,,769253.0,
개화산,방화2동,20203,,746629.0,
개화산,방화2동,20204,,745223.0,
개화산,방화2동,20211,,,729335.0
개화산,방화2동,20212,,,846540.0
개화산,방화2동,20213,,,766914.0
개화산,방화2동,20214,,,862876.0
거여,거여1동,20191,1284177.0,,
거여,거여1동,20192,1419198.0,,
거여,거여1동,20193,1365341.0,,
거여,거여1동,20194,1459815.0,,
거여,거여1동,20201,,1112216.0,
거여,거여1동,20202,,1087013.0,
거여,거여1동,20203,,1113220.0,
거여,거여1동,20204,,1126422.0,
거여,거여1동,20211,,,1103930.0
거여,거여1동,20212,,,1288917.0
거여,거여1동,20213,,,1201113.0
거여,거여1동,20214,,,1408544.0
건대입구,화양동,20191,11251010.0,,
건대입구,화양동,20192,11904358.0,,
건대입구,화양동,20193,11146597.0,,
건대입구,화양동,20194,11827826.0,,
건대입구,화양동,20201,,8404275.0,
건대입구,화양동,20202,,7612704.0,
건대입구,화양동,20203,,7398491.0,
건대입구,화양동,20204,,7217114.0,
건대입구,화양동,20211,,,6864295.0
건대입구,화양동,20212,,,7902181.0
건대입구,화양동,20213,,,6801642.0
건대입구,화양동,20214,,,8070648.0
경복궁(정부서울청사),사직동,20191,4276724.0,,
경복궁(정부서울청사),사직동,20192,4942500.0,,
경복궁(정부서울청사),사직동,20193,4483871.0,,
경복궁(정부서울청사),사직동,20194,5401702.0,,
경복궁(정부서울청사),사직동,20201,,3054051.0,
경복궁(정부서울청사),사직동,20202,,2659793.0,
경복궁(정부서울청사),사직동,20203,,2619720.0,
경복궁(정부서울청사),사직동,20204,,2736193.0,
경복궁(정부서울청사),사직동,20211,,,2530483.0
경복궁(정부서울청사),사직동,20212,,,3058772.0
경복궁(정부서울청사),사직동,20213,,,2672682.0
경복궁(정부서울청사),사직동,20214,,,3353616.0
경찰병원,가락2동,20191,1356072.0,,
경찰병원,가락2동,20192,1409585.0,,
경찰병원,가락2동,20193,1375996.0,,
경찰병원,가락2동,20194,1447563.0,,
경찰병원,가락2동,20201,,1142324.0,
경찰병원,가락2동,20202,,1078602.0,
경찰병원,가락2동,20203,,1086789.0,
경찰병원,가락2동,20204,,1065783.0,
경찰병원,가락2동,20211,,,1050167.0
경찰병원,가락2동,20212,,,1129073.0
경찰병원,가락2동,20213,,,1003899.0
경찰병원,가락2동,20214,,,1121143.0
고덕,명일2동,20191,1648688.0,,
고덕,명일2동,20192,1830423.0,,
고덕,명일2동,20193,1724494.0,,
고덕,명일2동,20194,1833474.0,,
고덕,명일2동,20201,,1308357.0,
고덕,명일2동,20202,,1232799.0,
고덕,명일2동,20203,,1247230.0,
고덕,명일2동,20204,,1257350.0,
고덕,명일2동,20211,,,1244671.0
고덕,명일2동,20212,,,1452028.0
고덕,명일2동,20213,,,1330321.0
고덕,명일2동,20214,,,1510595.0
고려대(종암),제기동,20191,1599949.0,,
고려대(종암),제기동,20192,1878788.0,,
고려대(종암),제기동,20193,1638501.0,,
고려대(종암),제기동,20194,1864387.0,,
고려대(종암),제기동,20201,,1198232.0,
고려대(종암),제기동,20202,,1116839.0,
고려대(종암),제기동,20203,,1117156.0,
고려대(종암),제기동,20204,,1111297.0,
고려대(종암),제기동,20211,,,1074133.0
고려대(종암),제기동,20212,,,1226692.0
고려대(종암),제기동,20213,,,1057883.0
고려대(종암),제기동,20214,,,1218553.0
고속터미널,반포4동,20191,17365896.0,,
고속터미널,반포4동,20192,17936740.0,,
고속터미널,반포4동,20193,17799803.0,,
고속터미널,반포4동,20194,18559612.0,,
고속터미널,반포4동,20201,,11996183.0,
고속터미널,반포4동,20202,,10786484.0,
고속터미널,반포4동,20203,,10751184.0,
고속터미널,반포4동,20204,,10520755.0,
고속터미널,반포4동,20211,,,10175342.0
고속터미널,반포4동,20212,,,11743724.0
고속터미널,반포4동,20213,,,10226305.0
고속터미널,반포4동,20214,,,12016877.0
공덕,공덕동,20191,5671287.0,,
공덕,공덕동,20192,6091526.0,,
공덕,공덕동,20193,5833694.0,,
공덕,공덕동,20194,6253475.0,,
공덕,공덕동,20201,,4838290.0,
공덕,공덕동,20202,,4609051.0,
공덕,공덕동,20203,,4558722.0,
공덕,공덕동,20204,,4514438.0,
공덕,공덕동,20211,,,4475505.0
공덕,공덕동,20212,,,4974994.0
공덕,공덕동,20213,,,4240949.0
공덕,공덕동,20214,,,4916154.0
공덕,도화동,00,0.0,0.0,0.0
공릉(서울과학기술대),공릉1동,20191,2254607.0,,
공릉(서울과학기술대),공릉1동,20192,2507882.0,,
공릉(서울과학기술대),공릉1동,20193,2275803.0,,
공릉(서울과학기술대),공릉1동,20194,2480857.0,,
공릉(서울과학기술대),공릉1동,20201,,1823921.0,
공릉(서울과학기술대),공릉1동,20202,,1771334.0,
공릉(서울과학기술대),공릉1동,20203,,1726674.0,
공릉(서울과학기술대),공릉1동,20204,,1745842.0,
공릉(서울과학기술대),공릉1동,20211,,,1665818.0
공릉(서울과학기술대),공릉1동,20212,,,1910480.0
공릉(서울과학기술대),공릉1동,20213,,,1662359.0
공릉(서울과학기술대),공릉1동,20214,,,1921124.0
공항시장,공항동,20191,546089.0,,
공항시장,공항동,20192,578498.0,,
공항시장,공항동,20193,552706.0,,
공항시장,공항동,20194,582554.0,,
공항시장,공항동,20201,,469257.0,
공항시장,공항동,20202,,445301.0,
공항시장,공항동,20203,,443604.0,
공항시장,공항동,20204,,437289.0,
공항시장,공항동,20211,,,429211.0
공항시장,공항동,20212,,,486046.0
공항시장,공항동,20213,,,453002.0
공항시장,공항동,20214,,,503984.0
관악산(서울대),대학동,00,0.0,0.0,0.0
광나루(장신대),광장동,20191,2395139.0,,
광나루(장신대),광장동,20192,2635241.0,,
광나루(장신대),광장동,20193,2411415.0,,
광나루(장신대),광장동,20194,2644881.0,,
광나루(장신대),광장동,20201,,1935921.0,
광나루(장신대),광장동,20202,,1879838.0,
광나루(장신대),광장동,20203,,1802264.0,
광나루(장신대),광장동,20204,,1843573.0,
광나루(장신대),광장동,20211,,,1761684.0
광나루(장신대),광장동,20212,,,2022231.0
광나루(장신대),광장동,20213,,,1769537.0
광나루(장신대),광장동,20214,,,2070674.0
광운대,월계3동,20191,1602163.0,,
광운대,월계3동,20192,1880778.0,,
광운대,월계3동,20193,2681069.0,,
광운대,월계3동,20194,1808482.0,,
광운대,월계3동,20201,,1226988.0,
광운대,월계3동,20202,,1213487.0,
광운대,월계3동,20203,,1158982.0,
광운대,월계3동,20204,,1233469.0,
광운대,월계3동,20211,,,1143560.0
광운대,월계3동,20212,,,1355559.0
광운대,월계3동,20213,,,1109770.0
광운대,월계3동,20214,,,1293945.0
광화문(세종문화회관),사직동,20191,6315634.0,,
광화문(세종문화회관),사직동,20192,6554217.0,,
광화문(세종문화회관),사직동,20193,6432058.0,,
광화문(세종문화회관),사직동,20194,7317793.0,,
광화문(세종문화회관),사직동,20201,,4997394.0,
광화문(세종문화회관),사직동,20202,,4420340.0,
광화문(세종문화회관),사직동,20203,,4383036.0,
광화문(세종문화회관),사직동,20204,,4240610.0,
광화문(세종문화회관),사직동,20211,,,4097096.0
광화문(세종문화회관),사직동,20212,,,4515414.0
광화문(세종문화회관),사직동,20213,,,3896792.0
광화문(세종문화회관),사직동,20214,,,4605773.0
광흥창(서강),서강동,20191,1636190.0,,
광흥창(서강),서강동,20192,1751642.0,,
광흥창(서강),서강동,20193,1672351.0,,
광흥창(서강),서강동,20194,1772010.0,,
광흥창(서강),서강동,20201,,1339493.0,
광흥창(서강),서강동,20202,,1244279.0,
광흥창(서강),서강동,20203,,1234392.0,
광흥창(서강),서강동,20204,,1216041.0,
광흥창(서강),서강동,20211,,,1194828.0
광흥창(서강),서강동,20212,,,1355468.0
광흥창(서강),서강동,20213,,,1208803.0
광흥창(서강),서강동,20214,,,1366106.0
교대(법원.검찰청),서초1동,20191,6716422.0,,
교대(법원.검찰청),서초1동,20192,7136843.0,,
교대(법원.검찰청),서초1동,20193,6975819.0,,
교대(법원.검찰청),서초1동,20194,7403103.0,,
교대(법원.검찰청),서초1동,20201,,5488964.0,
교대(법원.검찰청),서초1동,20202,,5209868.0,
교대(법원.검찰청),서초1동,20203,,5147561.0,
교대(법원.검찰청),서초1동,20204,,4964684.0,
교대(법원.검찰청),서초1동,20211,,,4801783.0
교대(법원.검찰청),서초1동,20212,,,5368123.0
교대(법원.검찰청),서초1동,20213,,,4742141.0
교대(법원.검찰청),서초1동,20214,,,5383608.0
교대(법원.검찰청),서초3동,20191,2120520.0,,
교대(법원.검찰청),서초3동,20192,2289999.0,,
교대(법원.검찰청),서초3동,20193,2203989.0,,
교대(법원.검찰청),서초3동,20194,2372419.0,,
교대(법원.검찰청),서초3동,20201,,1726554.0,
교대(법원.검찰청),서초3동,20202,,1658785.0,
교대(법원.검찰청),서초3동,20203,,1641234.0,
교대(법원.검찰청),서초3동,20204,,1602964.0,
교대(법원.검찰청),서초3동,20211,,,1536163.0
교대(법원.검찰청),서초3동,20212,,,1726952.0
교대(법원.검찰청),서초3동,20213,,,1511238.0
교대(법원.검찰청),서초3동,20214,,,1742696.0
구로,구로5동,20191,3686527.0,,
구로,구로5동,20192,3954209.0,,
구로,구로5동,20193,6259405.0,,
구로,구로5동,20194,3729579.0,,
구로,구로5동,20201,,2745338.0,
구로,구로5동,20202,,2650923.0,
구로,구로5동,20203,,2748206.0,
구로,구로5동,20204,,2883025.0,
구로,구로5동,20211,,,2693882.0
구로,구로5동,20212,,,3062994.0
구로,구로5동,20213,,,2699374.0
구로,구로5동,20214,,,3036057.0
구로디지털단지,구로3동,20191,11150380.0,,
구로디지털단지,구로3동,20192,11689574.0,,
구로디지털단지,구로3동,20193,11290167.0,,
구로디지털단지,구로3동,20194,11764594.0,,
구로디지털단지,구로3동,20201,,9456135.0,
구로디지털단지,구로3동,20202,,8843205.0,
구로디지털단지,구로3동,20203,,8825165.0,
구로디지털단지,구로3동,20204,,8719746.0,
구로디지털단지,구로3동,20211,,,8446565.0
구로디지털단지,구로3동,20212,,,9331505.0
구로디지털단지,구로3동,20213,,,8137109.0
구로디지털단지,구로3동,20214,,,9190927.0
구룡,개포2동,20191,270770.0,,
구룡,개포2동,20192,354087.0,,
구룡,개포2동,20193,297863.0,,
구룡,개포2동,20194,335242.0,,
구룡,개포2동,20201,,207612.0,
구룡,개포2동,20202,,211675.0,
구룡,개포2동,20203,,236475.0,
구룡,개포2동,20204,,258282.0,
구룡,개포2동,20211,,,242490.0
구룡,개포2동,20212,,,313756.0
구룡,개포2동,20213,,,266094.0
구룡,개포2동,20214,,,322332.0
구반포,반포본동,20191,570517.0,,
구반포,반포본동,20192,595712.0,,
구반포,반포본동,20193,559018.0,,
구반포,반포본동,20194,616806.0,,
구반포,반포본동,20201,,433058.0,
구반포,반포본동,20202,,405741.0,
구반포,반포본동,20203,,408971.0,
구반포,반포본동,20204,,401487.0,
구반포,반포본동,20211,,,395401.0
구반포,반포본동,20212,,,441196.0
구반포,반포본동,20213,,,347494.0
구반포,반포본동,20214,,,304533.0
구산,갈현2동,20191,1206904.0,,
구산,갈현2동,20192,1319221.0,,
구산,갈현2동,20193,1254922.0,,
구산,갈현2동,20194,1310333.0,,
구산,갈현2동,20201,,1004479.0,
구산,갈현2동,20202,,954868.0,
구산,갈현2동,20203,,944380.0,
구산,갈현2동,20204,,944229.0,
구산,갈현2동,20211,,,927742.0
구산,갈현2동,20212,,,1063162.0
구산,갈현2동,20213,,,976774.0
구산,갈현2동,20214,,,1079537.0
구의(광진구청),구의1동,20191,4223712.0,,
구의(광진구청),구의1동,20192,4436090.0,,
구의(광진구청),구의1동,20193,4253354.0,,
구의(광진구청),구의1동,20194,4488845.0,,
구의(광진구청),구의1동,20201,,3656151.0,
구의(광진구청),구의1동,20202,,3510418.0,
구의(광진구청),구의1동,20203,,3427421.0,
구의(광진구청),구의1동,20204,,3364153.0,
구의(광진구청),구의1동,20211,,,3294113.0
구의(광진구청),구의1동,20212,,,3642263.0
